posada,name,id,category,transport,incomes,assets,land,house,transport_cost
" головний бухгалтер, депутат Раківчицької сільської ради, Раківчицька сільська рада",підлісна тамара василівна,0354a2ab-9eb7-4c36-9b9e-7fffb6281e53,1,"FORD ORION, СК-5М1 нива, 2ПТС-4 причіп, YIBEN YB150T-15J",133084,954,12130,14370.9,0
" директор, голова ФГ ""ВЯЗ"", депутат Великоновосілківської районної ради Донецької області, СТзОВ ""Україна"", депутат Великоновосілківської районної ради Донецької області",зеркаль валерій якович,8ded8417-7f10-4885-83ec-4aa4e079c162,1,DAEWOO LANOS,354145,0,1950793,14352.5,0
" депутат, Дальницька сільська рада",плохотнюк сергій федорович,6b23b2e6-bc77-4b1e-a71f-633e7df0bc1b,1,"Subaru forester, ваз 2109, ЮМЗ-6",50000,0,0,14342,290000
" депутат, Великобагачанська районна рада",діденко ігор григорович,03ddfb70-6fbb-42ba-900c-892a8ae586cd,1,"САЗ 3507 4250, УАЗ  31512, MERCEDES-BENZ VITO 108D, FORD FAEY, ГАЗ 5312 М 37161, МІТСУБІСІ ПАДЖЕРО, СЗАП 8527, VOLKSWAGEN TRANSPORTER, ГКБ 8551, VOLKSWAGEN TRANSPORTER 2461, ВОЛЬКСВАГЕН ТРАНСПОРТЕР, КАМАЗ 54115, CITROEN JUMPY, КАМАЗ 55102, прогрес крк 0496 к, RENAULT TRAFIC 2464, пежо партнер 1560, RENAULT  MASTER 2464, MERCEDES-BENZ GL 500 4 MATIC 5461, КАМАЗ 55102, TOYOTA  CAMRY 3.5, джон дір 8430",1641233,0,534527,14232.5,656600
" депутат, Великобагачанська районна рада",діденко ігор григорович,f7b18f93-e191-401f-889a-193e0b73c97d,1,"САЗ 3507 4250, УАЗ  31512, MERCEDES-BENZ VITO 108D, FORD FAEY, ГАЗ 5312 М 37161, МІТСУБІСІ ПАДЖЕРО, СЗАП 8527, VOLKSWAGEN TRANSPORTER, ГКБ 8551, VOLKSWAGEN TRANSPORTER 2461, ВОЛЬКСВАГЕН ТРАНСПОРТЕР, КАМАЗ 54115, CITROEN JUMPY, КАМАЗ 55102, прогрес крк 0496 к, RENAULT TRAFIC 2464, пежо партнер 1560, RENAULT  MASTER 2464, MERCEDES-BENZ GL 500 4 MATIC 5461, КАМАЗ 55102, TOYOTA  CAMRY 3.5, джон дір 8430",1641233,0,534527,14232.5,657100
" депутат сільської ради, Зарічанська сільська рада",репецька наталія профирівна,77782e3d-9bde-4de8-bed3-d8eb9d164077,1,0,80138,0,37592,14220,0
" завідуюча Пилипи-Олександрівським пунктом ветеринарної медицини , районний депутат, Віньковецька районна лікарня ветеринарної медицини",герасимчук тетяна василівна,62bba997-bbac-467c-975b-218baea38795,0,ВАЗ Нива 2121,294911,0,0.61,14162,0
" Депутат Ірпінської міської ради, Ірпінська міська рада",карпенко богдан валерійович,65864775-afeb-4d27-b5e1-4bd904b9406f,1,"LAND ROVER RANGE ROVER EVOQUE, BMW R1200RT, Lexus LX570",1683210,15698465.66005,28620,14058.2,0
" Депутат Йосиповецької сільської ради Білогірського району Хмельницької області, Йосиповецька сільська рада",голуб раїса степанівна,cc0895c6-0a29-4ab5-8a59-d124f273a7f4,1,0,35671,0,18911,14013.5,0
" депутат Гніванської міської ради, Не працюю",романенко станіслав михайлович,a2c0ddf4-af51-487e-9c9a-88fec420aea2,1,0,101043,521008.345,2095,13911.4,0
" завідуюча бібліотекою,депутат, Середняківська сільська бібліотека-філіал",костюк людмила іванівна,92ce529c-c679-457b-847b-9f5cbcb79c68,3,FOTON FT200ZH,192005,0,0,13856,16000
" депутат Вартиковецької сільської ради, ПАТ Чернівцігаз",білоножко віктор васильович,187eda78-3708-4f7f-84f3-c4350327983e,1,0,78300,0,12500,13792.1,0
" Народний депутат України, Верховна Рада України",дубневич богдан васильович,fd9af232-d7a2-4fc6-b2a8-e61067c6f823,2,"STEMA, ГАЗ 21, Porshe Panamera, ГАЗ 21, TOYOTA ""Land Cruiser 200"", ГАЗ 21",11534785,82086934.757768,4569275,13744.53,0
" діловод, депутат Горбаківської сільської ради, горбаківська сільська рада",кравчук оксана вікторівна,4e166897-0088-4b86-b13e-81d9ed78c3ad,1,0,146263,0,10000,13676.6,0
" депутат районної ради, Долинська районна рада",шумейко сергей станиславович,59004223-72d1-43af-adc3-2a0c020e59ff,1,"HYNDAI SANTA FE, ГАЗ-САЗ 3507-самосвал, МТЗ 80, DAEWOO  SENS",1188550,0,56900,13636,367200
" депутат сільської ради, Лаврівська сільська рада",шумейко олена володимирівна,9fe49b4a-a55d-4742-83a6-704ec3a4cfdc,1,"HYUNDAI SANTA FE 2359, DAEWOO Т13110, МТЗ 80, ГАЗ - САЗ 3507",1188550,0,56900,13636,352200
" електромонтер з суміщенням водія, сільський депутат Путятинської сільської ради , ПАТ ""Прикарпаттяобленерго,",кашуба ігор степанович,ddfde934-6885-41e4-8f80-e0bf3aff74df,1,Опель кадет,169888,0,2500,13629,23000
" депутат, Апостолівська міська рада",зінкевич оксана миколаївна,e31b6020-b4cc-496f-bdbd-789379e62537,1,"MITSUBISHI PRESTIJ, MERCEDES-BENZ SPRINTER, MERCEDES-BENZ G 63 AMG, VOLKSWAGEN CRAFTER, MERCEDES-BENZ 815, MERCEDES-BENZ SPRINTER 316 CDI, BMW X5, MERCEDES-BENZ GL350CDI, MAN 19.314",2671301,17621488.2105,15477,13226.27,1800000
" депутат Переяслав-Хмельницької районної ради, Переяслав-Хмельницька районна рада",григоренко василь миколайович,1d123ebc-89f5-423c-94f4-16c1f3790d1f,1,"Toyota Highlander, Citroen Berlingo",1713229,99400,76669,13201.4,54000
" народний депутат України, Верховна рада України",дубневич ярослав васильович,5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb,2,"Toyota Sequoia, Mercedes-Benz S 500L 4matic",17094540,313955372.70249,269709,13109.05,0
" Депутат сільської ради, Депутат сільської ради",ткачук юлія михайлівна,fe98335c-1625-4637-946c-6f42d340adff,1,ВАЗ 111840,199860,0,5200,13107.8,0
" Секретар Раківчицької сільської ради, депутат Раківчицької сільської ради, Раківчицька сільська рада",попадюк наталія петрівна,919c641c-34b8-45c4-960a-74d1316f2749,1,"Т-40М трактор колісний, ЗИЛ ММЗ 4502, 2ПТС-4 причіп",118298,0,5070,13001.9,0
" депутат СЕкунської смільської ради, СВК ""ім.Шевченка""",горбач олена василівна,6b865d66-049a-4bb0-9b04-b940e44da3cd,0,трактор МТЗ 82,229099,0,43320,12968.3,0
" Депутат Вирівської сільської ради, Вири ВПЗ",євгейчук жанна геннадіївна,4464081a-33b7-4857-8936-682a34b0f672,1,0,174763,0,0,12928.2,0
" Генеральний директор, депутат Бахмутської міської ради, ТОВ ""БАХМУТ-АГРО"", депутат Бахмутської міської ради",іванков володимир володимирович,da59a8fa-4232-485a-b6e1-dacdf56a725b,1,"Land Rover Range Rover, Hummer H2, Rolls-Royce Phantom, Volkswagen Multivan, Land Rover Range Rover, ЛЕВ 183151, Toyota Land cruiser 200, Hummer H2",1327764,1700000,37037,12877.12,0
" соціальний робітник, депутат Горбаківської сільської ради, Гощанський районний територіальний центр соціальних служб",столярчук олена степанівна,092b6986-e94f-4f8c-9a89-796d9b01206a,1,0,78387,0,75000,12864.4,0
" депутат сільської ради, Пуківська сільська рада",іванів василь федорович,1feaa7ea-9700-4103-b460-cc14e0114636,1,0,92852,0,6274,12777.1,0
" депутат Хоменківської сільської ради, тимчасово не працюю",тута володимир петрович,9e4db4eb-d7f8-47e0-9bb6-946311e1c2bf,1,0,67205,0,14200,12743.9,0
" депутат, Балківська сільська рада",сохань галина володимирівна,0aab377c-0d04-4f45-9e79-ce52a6349714,1,Білорус Т150,67400,300000,0,12699.6,0
" депутат, Миколаївська обласна рада",садридинов тахир шамсидинович,f330a270-cc09-467c-8fd9-6282334ec690,1,"Трактор колісний МТЗ-80, Навантажувач ПЕА-1.0, Трактор колісний ХТЗ-17221, Daimler-Benz, трактор гусеничний ДТ-75, Трактор колісний МТЗ-82.1, Трактор колісний МТЗ-80.1.57",411471,0,86889,12695.2,0
" депутат районної ради, Савранська районна рада",грубань олег юрійович,7668aa83-4d25-4730-b804-15e52115cec7,1,"Toyota Auris, DAF",1245555,1447345,1500,12675,465000
" депутат Романівської сільської ради, Романівська сільська рада",демиденко наталія василівна,1a926a55-2199-4eda-9bc7-f03fcde209ad,1,ВАЗ 21061ЗНГ,103795,0,5661,12669.7,0
" сільський депутат, Пенсіонерка",бабич меланія степанівна,cfdb459e-e135-441f-b1a8-e89311c4f47d,0,0,50610,0,3677,12556,0
" Лісник краснолуцького лісництва, депутат Сергіївської сільської ради, ДП ""Гадяцьке лісове господарство""",мартиненко олег олексійович,a9d817c6-4054-47aa-a256-69e5b38e0f38,3,"ПА 004, CHEVROLET NIVA212300",188275,0,28500,12541.9,131550
" Депутат Бокіймівської сільської ради, Бокіймівська сільська рада",стельмащук олена павлівна,ce164289-4828-4e2b-9813-06a2fe7723ca,1,0,278766,0,118962,12403,0
" Депутат, Козинська територіальна обє'днана громада Рівненської області Радивилівського району",зубкевич степан павлович,e44560d9-3c9c-4295-9d9b-b058cecdd179,1,"MERCEDES-BENZ 709D, Skoda  SuperB , MERCEDES-BENZ 811D, MERCEDES-BENZ 814, VOLKSWAGEN  LT35 D",373950,0,4423,12390,220000
" Зубний лікар,депутат Вільської сільської ради, Черняхівське Територіальне Медичне Об'єднання",свірчевський руслан олександрович,277f233f-42c1-405d-ae20-81bd0517af82,1,Renault Trafic,64273,0,30430,12381,80000
" Землевпорядник, депутат, Нововирківська сільська рада",луценко володимир дмитрович,84e7b82b-e2ed-4767-aebf-f76b71d442dc,1,ВАЗ 21070,98960,0,5234,12376.8,46000
" Депутат Харківської обласної ради, Харківська обласна рада",кухар василь іванович,2f289876-b0aa-4c1a-8e70-ee1b7c16ef5d,1,"MERSEDES BENZ ML 350, УАЗ  31631-227, MERSEDES BENZ  S 500 4 MATIS",2214964,11338289.277013,56481,12369.85,336700
" депутат Кам'янець-Подільської Районної Рди, Кам'янець-Подільська Районна рада",фурман ігор володимирович,a1d02c18-42fe-47aa-8719-943fb7404d9e,1,"ВАЗ 210990, AUDI A6, ГАЗ 53, TOYOTA LAND CRUISER, КАМАЗ 5511",553612,530672.23,46755,12296,0
" Секретар сільської ради, депутат сільської ради, Пуківська сільська рада",кобильчук оксана іванівна,de03db1f-43ff-4bdc-b367-a2238a415bf0,1,0,225476,0,14236,12244.1,0
" Депутат Романівської сільської ради, Романівська сільська рада",адаменко світлана миколаївна,636571ac-2fc3-4910-a3d3-6f985d3ee6ab,1,0,1793,0,0,12215,0
" депутат сільської ради, приватний підприємець,депутат Раківчицької сільської ради",маланчук світлана іванівна,6e781b21-3245-426c-8a3a-bd3158ea0bab,1,"Smart Forfour, merсedes-benz vito 115cdi, yamaha axis",328690,0,9323,12183.8,0
" Депутат районної ради, Снятинська районна рада",стрибко володимир михайлович,ed9f0a25-aef6-4689-a56e-fc93bd18752b,1,"VOLKSWAGEN CADDI, MAN 8.150, MAN 10.220, IVECO 40C13, IVECO FORD, IVECO 35.C13, MAN 10.220, TOYOTA HILUX",1060690,1009711.997,8027,12176.7,89000
" депутат, Дніпровська районна рада Дніпропетровського района",дейнека олександр валерійович,da0b0114-7407-4762-9161-2200bec49aba,1,"TOYOTA KAMRY, JAC 1020K, ЗИЛ 130, LEXUS RX350, ВАЗ 21140, Daewoo  Lanos TF69J, ЛИАЗ 100",320578,1979402.29,26966,12103.6,124000
" ДЕПУТАТ ЗІБОЛКІВСЬКОЇ СІЛЬСЬКОЇ РАДИ, ЗІБОЛКІВСЬКА СІЛЬСЬКА РАДА",кащишен петро іванович,330e34e0-0f3c-4e8a-80ed-c325d8786eb5,1,0,0,0,0,12100,0
" депутат, Білобожницька сільська рада Чортківського району",гура ігор васильович,85790cf0-3dd2-4b31-8709-4812f1706b97,1,ПА 004,56578,0,80200,12100,0
" депутат, Цуцилівська сільська рада",дутчак дмитро миколайович,cc35e317-4c5d-4483-9c9d-8105d9f94776,1,0,91678,0,8961,12092.3,0
" депутат Черемхівської сільської ради, Черемхівська сільська рада Коломийського району Івано-Франківської області",андрусишин галина ярославівна,b17139dc-6261-4ee6-8a4b-d3f7e91ab4a2,1,ЗАЗ 110307,38477,0,11387,12082.4,0
" депутат виконавчого комітету Вербківської сільської ради Павлоградського району Дніпропетровської області , депутат виконавчого комітету Вербківської сільської ради Павлоградського району Дніпропетровської області",шевела антоніна іванівна,127c748f-e548-41de-afdf-c4fb0c89fac9,1,"ВАЗ 21213, МТЗ 82,1",254159,0,66686,12057.2,100000
" депутат Конотопської міської ради, Фізична особа - підприємець",кирій олександр вікторович,37126f76-84ae-489d-885a-03bb008f0df5,1,"mercedes-benz G500, ГАЗ 21",1516958,0,66143,11956.4,0
" депутат, депутат сільської ради",дячок алла миколаївна,d72e263d-3a1b-4632-ba76-6f14b00d4860,1,Нива 2161,84000,0,16800,11954,0
" голова (депутат М-Побиванської сільської ради), СФГ Доленко В.Г. ""Колос""",грицан микола іванович,04d80368-ea71-414f-b23a-d27fc9cb4a43,1,"КРАЗ 250, ЛЕК, MITSUBISHI PAJERO, ПВА 11, TOYOTA Camry 2.4, ЯВА 350, Е-516В",1384972,0,158984,11945.2,539500
" депутат Вільшанської сільської ради, На обліку в центрі зайнятості",павленко галина миколаівна,b569fe51-bff9-473c-a6b3-9a758c0ddbfe,1,0,110602,0,74964,11912,0
" Депутат Чернігівської обласної ради фракції Радикальної партії (РПЛ) О. Ляшка, Фізична особа-підприємець Бутенко Микола Олексійович",бутенко микола олексійович,1d253c20-7daf-472f-a0c7-bfd338358a8b,1,"трактор МТЗ-80, трактор ЮМЗ-6АКЛ, САЗ 3507, навантажувач ПЭА-1, причіп тракторний 2ПТС4-0087Б, ВАЗ 21703, причіп тракторний 2ПТС4-0087Б, трактор К-701, трактор ЮМЗ-6Л, САЗ 3507, КАМАЗ 55102, Причіп КРКЗ-100, ЗІЛ 130, причіп-самоскид-Е ПР8527, трактор МТЗ-80",1026142,442468.80392,44185,11818.8,58400
" депутат , Оріхівська міська рада Запорізької області",павленко олександр петрович,abd12cde-8fdb-4522-995b-f7bdbdefff33,1,"МАЗ-8114, Daewoo fsolan09tf09u",140642,0,2353,11817.7,0
" Секретар Херсонської міської ради, депутат Херсонської міської ради, Херсонська міська рада, виконавчий комітет Херсонської міської ради",урсуленко олена борисівна,6326b2b2-1b3d-4635-8983-93f552127e63,1,"MERCEDES-BENZ 208D, MERCEDES-BENZ 814D, БАЗ А079.07, MERCEDES-BENZ 416SP, MERCEDES-BENZ 814D, ЗАЗ 110558, MERCEDES-BENZ 609D, IVEСO  TURBO DAILY, ЗАЗ 110557, БАЗ А079.14, MERCEDES-BENZ 308D, Porsche Cayenne, CITROEN  BERLINGO, TOYOTA  HILUX, IVEСO  59.12, ИЖ 27175, MERCEDES-BENZ 311СDI, MERCEDES-BENZ A815R36C, MERCEDES-BENZ 814D, MERCEDES-BENZ 814, MERCEDES-BENZ  814, IVEСO DAILY, IVECO DAILY 65C17, CITROEN  BERLINGO, MERCEDES-BENZ 814, DAEWOO LANOS, MERCEDES-BENZ VITO",999129,3493165.949952,198300,11771.6,3548862
" депутат сьомого скликання, Новомиколаївська селична рада",вакарчук сергій вікторович,b9ef603a-c722-45d5-b097-525a6a8e100c,0,ВАЗ 2107,25500,0,51600,11750,44400
" депутат Звенигородської районної ради, Фермерське господарство ""ФІЛЬЧЕНКОВ""",фільченков юрій євгенійович,b52fd2d2-5138-461e-8bcd-967a644ed922,1,"Беларус-82.1, Renault Kangoo, Toyota Land Cruiser Prado 150, Mercedes-Benz 315 CD, Беларус-892, John Deere 6910, Toyota Camry, Mercedes-Benz Sprinter 515 cdi, Mercedes-Benz 611D-KA",999000,982131.046,21000,11735,0
" Голова Спостережної ради / депутат Тернопільської обласної ради, Товариство з обмеженою відповідальністю ""Бучачагрохлібпром""",гадз петро іванович,2c0f5f9b-93be-41fa-829b-2dcc2268464a,1,"Volkswagen Golf, Audi 80, Volkswagen Caddy , ГАЗ 3307, ВАЗ 21063, MAN LE 8.150, Volkswagen Passat, Mercedes-Benz 809 D, CHEVROLET Tacuma, Skoda  Octavia, Mercedes-Benz 1114, Lexus RX200t , Mercedes-Benz 814D",1177392,702005.500852,3106171,11693.63,1528700
" Депутат сільської ради, Пуківська сільська рада",яремко галина миколаївна,8f71b6b0-5daf-4e7a-ab2f-0c8ec268ccc8,1,0,57728,0,4800,11668.7,0
" Тимчасово не працює / депутат Яблунівської сільської ради, Тимчасово не працює",юска марія михайлівна,71624b63-1edb-4634-893b-2a5267059d7b,1,"ВАЗ 21013, ВАЗ 21124-110 1.6",63904,0,17500,11656.4,0
" Депутат сільської ради, Пенсіонер",шибирин ніна іванівна,a1e9a2a1-e4f7-4da9-8130-145101eb89bd,1,0,17389,0,1099.86,11630,0
" Депутат сільської ради, Гальжбіївська сільська рада",зайко марія анатоліївна,9dc66439-d870-4b7c-911a-9bf093241264,1,0,143582,0,21040,11613.2,0
" депутат, Дніпропетровська обласна рада",доценко людмила степанівна,189f403e-5b2c-4b5f-ab8e-2c512c01d662,1,"DODGE SPRINTER, MERCEDES-BENZ 638, MAN 19.364, BMW X6, ШЕВРОЛЕ-ЛАЦЕТІ NF196, DAIMLER-CHRYSLER, MERCEDES-BENZ E200CGI",1349205,9763436.860005,92939,11602.55,435972
" депутат, ЧЕРКАСЬКА ОБЛАСНА РАДА",рибченко олександр володимирович,66844d7a-bfe5-458a-8b16-7b40f8041002,1,MERCEDES-BENZ R 350,55863,1503938.288,0,11587.5,731500
" депутат, Косогірська сільська рада",іванова оксана василівна,891da054-b01e-4b53-9d49-844b60d9a535,1,"ваз  2121, ГАЗ 33021, ДТЗ 244.3",65697,0,21196,11478,95000
" Депутат Грушівської сільської ради , Пенсіонер",мельник василь васильович,acab0d3e-f89c-47ca-b236-876dd70c18d2,1,"RENAULT MEGANE, MERCEDES-BENZ VITO 111 CDI",83590,807815.021,2883,11432,10000
" технік штучного осимініння та депутат Борщівської сільської ради, ТзОВ ""Корнич""",горячка марія іванівна,1c451758-0453-41f2-93ec-52c2eeccb60a,1,0,65522,0,7000,11383.3,0
" депутат районної ради, Монастирищенська районна рада Черкаської обл",шевчук людмила станіславівна,30fd4c5d-64ed-4d8a-824b-88ca9a09ff39,1,HONDA ACCORD,378568,10131035.611,61266,11347.3,0
" депутат Тростянецької РДА, фізична особа - підприємець",слівкін олександр миколайович,0c051414-9ea2-4c55-9e75-8acea1470c29,1,"Беларус 82.1, Беларус 1221.2, ЗІЛ ММЗ, Нью Холанд Т7060, 2ПТС-4 45МЗ, 2ПТС - 4, МТЗ 1221, НТС 10, SSANG YONG KORANDO, Беларус 82.1, КЗС 1218, Т-150 К-09, Т-150К, 1ПТС-9, ПСЕ 12.5, ИЖ 27175, ЮМЗ-6, 2ПТС 4.45, 2ПТС-4, Т156 156",16425319,0,6282983,11197.7,2862000
" депутат, Черкаський РЕМ",вельченко василь анатолійович,0ac60a64-7969-46c7-aada-a09e3129f8ac,0,"ВАЗ-21101 легковий седан-В, ГАЗ 33072, Фермер причіп легковий-В",195685,0,7300,11098.9,15000
" Депутат сільської ради, Угрівська сільська рада",копко василь васильович,20d6c78f-b364-4757-905a-383087c58fc8,1,0,304531,0,7182,11095.1,0
" Директор (Депутат сільської ради), ТзОВ Волинь вапно",терпіль юрій миколайович,c6e8eb5e-0a31-4fbe-b3b4-7155b5e31439,1,"DONGFENG DF-244, RENO Logan",49215,0,16790.5,11083,0
" Пенсіонер,Депутат Перемишлянської районної ради, Пенсіонер,Депутат Перемишлянської районної ради",лисишин ігор петрович,0f5cf995-e451-455d-80f3-b65441ecb5bc,1,ГАЗ 3110,65371,0,32012,11076.3,0
" Депутат, Уїздецька сьльська рада",галіулін владислав ринатович,f446d732-7e79-42d4-9a3c-e23d75a2318d,0,"Fiat Doblo, пгмф 8302",43423,0,3964,11045.3,0
" Депутат селищної ради, Голова ФГ",яковенко сергій миколайович,f76ba790-3496-4786-a72f-5a1fae21db1b,1,"Robuste KAISER S3302G37, КАМАЗ 5511, DEILAPIACE S.A, TAYOTA HILUX 2494, JOHN DEERE 9600, НИВА СК-5, JOHN DEERE 9500, ЗИЛ ММЗ4502, КАМАЗ 55102, МАЗ 5334, ВАЗ 212140-110-30, КАМАЗ 5511, ЮМЗ-6, john deere 8400, JOHN DEERE 7720, GREAT PLAINS, FLEXI-COIL 65, Renault Sandero ХЕТЧБЕК-В, NODET GOUGIS, МАЗ 93866, КАМАЗ 5410, JOHN DEERE 9600, ХТЗ 17021, New Holland 9682, K-702, КАМАЗ 55111, KOHNE, RAPID 600F, ГКБ 8350, НИВА СК-5, МТЗ 80, 2ПТС-4",1265675,5164344.46,1495648,10925.6,732231
" депутат Балтської районної ради Одеської області, Піщанська сільська рада Балтського району Одеської області",чорна людмила семенівна,366a075b-bc8b-4889-bcaf-ee0bbb370db5,1,"Нива СК-5, ОДАЗ 81442, САЗ 3507, МТЗ 892, МТЗ 82.1, HYUNDAI IX 35, МТЗ 80, ВАЗ 21099",948120,0,156628,10893.4,512100
" депутат ОТГ, ФОП Дмитрієв",дмитрієв дмитро олексійович,16221b65-bdc5-4ee2-964b-5314f565376d,0,"Беларус 80.1 колісний трактор, RENAULT KANGOO маловантажний фургон, МТЗ 80 УК трактор колісний, Т-150К трактор колісний, DOMINATOR зернозбиральний комбайн, CHEVROLET LACETTI NF 193 легковий седан",1534540,0,94400,10836.4,500382
" депутат, Переяслав-Хмельницька районна рада",ярема олександр григорович,111f65f0-c63d-4f7c-bcf1-4685219ed1a8,1,"LAND ROVER RANG ROVER, BMW 730D",250245,185000,1724620,10651.7,0
" Депутат районної ради, Кам'янська районна рада",бурлай борис вікторович,f85ba30f-ee34-478f-8ed5-92d1636d96c3,1,"JCB 533, ВАЗ 11183, Беларус 320.4М, ГАЗ 3302-414, TOYOTA LAND CRUISER, MANITOU MLT 634.120LSU, ISUZU NQR71R, ISUZU NQR-71R, 1ПТС-2, ISUZU  NQR71P",739364,148625,87918,10642.4,1380000
" депутат ради, Нижньодуванська селищна рада Сватівського району Луганськоі області",кошова ксенія валентинівна,502a7cbd-4db5-4261-8a36-3ea67bab052a,1,"volkswagen T4, HYUNDAI SANTA FE, ВАЗ 2121-4, MERSEDES 312-D",4454978,4049141.9018,811546,10621.7,350000
" Депутат, Депутат Дмитрівської сільської ради",мішура інна олексіївна,a054e125-a456-4000-929b-8f363d17bfab,1,ВАЗ 21061,116144,0,0,10586,0
" депутат Безлюдівської селишної ради по виборчому округу № 3, Безлюдівська селишна рада",заборенко микола іванович,d161bbed-25a0-4fc6-8a83-589171bfc868,0,"Москвич 2137, ВАЗ 2108",51086,0,1500,10494.7,0
" депутат, Одеська обласна рада",шимон леонід геннадійович,6cd21591-6a99-4217-bb79-7e246891e0a5,1,"LAND ROVER RANGE ROVER, TOYOTA RAV4, mercedes-benz 350cls, mercedes-benz s 500",1270600,9942987,68796,10459.01,0
" Працівник. Депутат Кам'янець-Подільської районної ради., Цвікловецький НВК ЗОШ 1-2ст. ДНЗ. Депутат Кам'янець-Подільської районної ради.",бараковецький олексій миколайович,52f4dec2-d93e-4def-ab20-96a9b4b557d4,1,"ВАЗ 2107, ГАЗ 2410",200066,0,105008,10409.5,0
" депутат, Ралівська Сільська рада Самбірського району Львівської області",сидорик іван іванович,3ee553a7-e280-4788-99f1-223340fe54f3,1,"ВАЗ 2107, МАЗ 5551, ЗІЛ ММЗ 345022, 2ПН-4",46443,0,5480,10374.8,0
" завгосп,депутат,голова громадської організації, Гупалівський ДНЗ",коврига віктор вікторович,8986290d-c31a-4cfa-afbb-dc9642d5fcfb,0,"іж планета-5, ВАЗ 2109",114248,0,0,10370.06,0
" Депутат районної ради, Світловодська районна рада",медяник олег григорович,aa15c2fe-95ec-46cd-8184-807ab90f3b11,1,"АТЕК 999-Е,  УМС-600, ГАЗ 5312 ЗНГ, ГАЗ 2752-104, ГАЗ 3302-418 ЗНГ, ПАЗ 672 Г ЗНГ, ЗАЗ 110307, ЗИЛ 431412, ГАЗ 3307 СПГ, Chevrolet Niva 212300, ГАЗ 5312 Г6 ОТА 3,7 ЗНГ, ГАЗ 2752 104 ЗНГ, ГАЗ 5312 ЗНГ, ЗИЛ 130",965159,21980164.244903,578662,10363.65,150000
" депутат сільської ради, Клопотівецька сільська рада",дранчук дмитро петрович,08d98658-213f-47d7-8353-e32bc5da2117,1,"ваз 21103,  ДТ-75",0,0,20700,10270,0
" завідувач бібліотекою села Верхній Майдан Надвірнянського району (депутат Верхньомайданської сільської ради Надвірнянського району), Відділ культури Надвірнянської РДА",токарук галина михайлівна,e558e4f0-3662-42c8-8062-207a0870a5f9,3,"ВАЗ 21099, Т-40АМ, ВАЗ 2103",157544,0,2500,10247.7,0
" Професор кафедри цивільного трудового та господарського права, депутат дніпропетровської областної ради, Дніпровський національний університет імені Олеся Гончара",чабаненко микола миколайович,84cfe9d8-eb90-408a-a963-673fcf82349d,1,"МАЗ 9997, MITSUBISHI Lancer , Audi A6, Volkswagen Jetta, Одісей , VOLKSWAGEN PASSAT, Volkswagen LT",94496,7092800.7,1144755,10231.5,531800
" Депутат, Малокаховська сільська рада",туржавський володимир анатолійович,98ed8933-dc28-407e-8f08-eaf147eb10ca,1,ВАЗ 21061,82827,0,860,10203.6,0
" депутат сільської ради села Суховоля, не працюючий",дзюдзь семен семенович,4c796a76-0b98-4ec0-8a1d-b433c6f4b822,1,"KIA RIO, KIA  Cerato, МТЗ 82.1.26",77802,503525.98062,10508,10199.9,370000
" Народний депутат України, Верховна Рада України",клімов леонід михайлович,069e37ec-bcf5-4857-988c-26284e70a477,2,"BMW X6, TOYOTA LANDCRUISER 150, ВАЗ  2109, BMW X6",5144007,2829547.31661,3765,10132.9,1695161
" Директор, ТОВ ""Агрокрай"", м. Красилів, Депутат Хмельницької обласної ради, фізична особа-підприємець",білявець олег петрович,ac89bb27-397a-4f41-a40a-9549f739a261,1,"HAZ 3302, HAZ 330202, KHOTT 75T, BMW 320i, ZAZ 110557, HAZ 33021, AVTOBAN VT5230, HAZ 3302, KHOTT, Mercedes-Benz 408D, HAZ 33021 SPH, Mercedes-Benz 408, HAZ 3303-414 SPH, HAZ 3302-414 SPH, MAN L 2000, BMW X6 xDrive 3.0",758858,21921047.229,86076,10129.6,2294320
