posada,name,id,category,transport,incomes,assets,land,house,transport_cost
" Народний депутат України, Верховна Рада України",зубик володимир володимирович,426e307e-8117-44a6-a1cd-b80a3757c364,2,"PORSCHE CAYENNE S, BMW 750LI, MERCEDES-BENZ VIANO",35991655,2474158.33838,1238,2397.2,0
" заступник начальника управління - начальник відділу взаємодії з органами місцевого самоврядування управління з організаційної роботи апарату облдержадміністрації, Івано-Франківська обласна державна адміністрація",торконяк ірина василівна,111a7ca2-c9c7-4fb1-b2e1-935fb025c175,1,0,35920051,0,601,188.1,0
" Депутат Веселинівської районної ради, Голова СФГ ""Волощакевич""",волощакевич віктор володимирович,614e291f-727b-4580-8a5a-6ce2ccac8b6d,1,"TOYOTA LAND CRUISER PRADO, LAND ROVER RANGE ROVER SPORT, K - 701, LAND ROVER RANGE ROVER, TOYOTA LAND CRUISER, МТЗ - 80, TOYOTA LAND CRUISER 200",35917290,41050417.25,773901,192.2,4506008
" Старший офіцер, військова частина А 2022",олійник юрій миколайович,7341ac09-1ea2-4bc0-89d4-f95f45c4f319,3,ВАЗ 2105,35874188,0,0,73.4,0
" Народний депутат України, Верховна Рада України",петьовка василь васильович,1be7470c-61d4-4de8-a5d8-d8ea9e74afe4,2,"AUDI Q7, MERCEDES-BENZ S 500 4 MATIC",35854923,16172001.796,25885,2560.6,3706913
" прокурор відділу підтримання державного обвинувачення у регіоні управління підтримання державного обвинувачення в суді прокуратури міста Києва, прокуратура міста Києва",вжешневська мадлен володимирівна,56303a41-eb7b-4b6f-abee-976300c0e9e5,5,"Тойота Camry, Тойота Camry",35675376,0,800.12,656.9,0
" Старший помічник капітана, Морський торговельний порт Чорноморськ портофлот",мікрут олег васильович,5088463d-4297-4a51-bcbd-0c535f581e5a,0,hyundai  elantra,35487934,0,0,30.4,149990
" Військовослужбовець, Військово медичний клінічний центр центрального регіону",гуменюк костянтин віталійович,dffa07f5-c6d9-441a-8820-2bbea0ea5c2c,0,Ford  Focus,35485646,360396.5916,0.1,54.7,70000
" Заступник директора департаменту- начальник відділу, Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України",сколота ірина володимирівна,5499fadf-59f8-4780-934d-f6e59ac869b7,3,0,35129744,0,0,50,0
" депутат Стельмахівської сільської ради Сватівського району Луганської області, Стельмахівська сільська рада",радченко галина миколаївна,bbec58bf-fe3f-4344-9edd-c48f3d149518,1,богдан 2110,34862553,0,16500,74.2,72900
" Завідувач ПАВ №9, КУ""Запорізьке Обласне Патологоанатомічне Бюро"" ЗОР",зайцев олександр сергійович,1a52fa89-8438-4f40-832f-c4ab2573f057,0,КРД 050100,34760077,0,0,0,7500
" консультант-експерт, УДО УКРАЇНИ",навроцький микола анатолійович,570d3618-7257-4036-820a-4d4ff3905a96,8,ШКОДА ОКТАВІЯ,34739773,0,0,84.3,0
" депутат, Київська міська Рада",башлаков сергій вячеславович,9d2ea3d8-19f8-4f03-a01c-1e035e45688e,1,"SKODA SUPERB, Lezus LX 570, Mercedes-Benz S-500L",34150008,6002781.572321,24191,1420.7,5271761
" ДЕПУТАТ, ПОЛТАВСЬКА МІСЬКА РАДА",бєлашова ліліана іванівна,378dcc86-6463-4e41-948f-e402804fbb49,1,"SSANG YONG REXTON RX270XD, PORSCHE CAYENNE",33821219,42100834.5,46994,326.2,375000
" начальник митного посту ""Тернопіль центральний"", тернопільська митниця ДФС",шлюсар іван омелянович,098f4681-c26f-4330-8f8f-4cad42b8ff80,3,"УАЗ 469, тойота камрі, Автобан, toyota camry",33659958,0,2183,2115.9,51000
" відповідальний виконавець відділення обліку особового складу відділу кадрів, Сумський прикордонний загін в/ч 9953",котельницька юлія валентинівна,bc4d7438-3912-4867-8833-eeda3ba47dfb,3,0,33556673,0,0,76.88,0
" Заступник начальника Шевченківського районного у місті Києві відділу державної реєстрації актів цивільного стану Головного територіального управління юстиції у місті Києві, Шевченківський районний у місті Києві відділ державної реєстрації актів цивільного стану Головного територіального управління юстиції у місті Києві",годзевич наталія юріївна,3d8b5023-2907-4b1c-b620-261355d8ea8b,3,Shevrolet Aveo SF69Y,33210708,0,0,31.8,0
" Заступник начальника факультету військової розвідки та спеціального призначення по роботі з особовим складом, Військова академія (м.Одеса)",калетнік іван вікторович,8b3aab06-fc7a-477a-8617-2130afcf0861,0,0,33152503,0,0,0,0
" військовослужбовець, військова частина 2451",сидор мирон григорович,08323e0e-d6c7-408e-ac7b-3cac3ae8be52,3,0,33004546,151563.0042,0,105.6,0
" Помічник чергового чергової частини сектору маніторингу, Кремінський ВП ГУНП в Луганській області",калінін станіслав іванович,33f2e46b-17ab-4aec-af73-6d16959ef5f6,3,0,32983499,0,0,0,0
" Програмний асистент напрямку розвитку електронних публічних закупівель, Фонд Євразія, проект ""Прозорість та підзвітність у держуправлінні та послугах""",кузьменко олександра олексіївна,4ad42442-a89c-40b5-9a0f-a9ef9b9619b9,0,0,32961999,0,0,0,0
" завідуюча сектором Юридичного департаменту, Секретаріат Кабінету Міністрів України",дубровська оксана василівна,74e5f811-ec75-426a-a3bc-5d37f02855f1,3,0,32883649,0,602,98.5,0
" Головний спеціаліст, Генеральна прокуратура України",зубрицька марина василівна,1a8289d8-a703-4e97-a288-b4bb3b567c6b,5,0,32766423,0,0,46.91,0
" Слухач, Национальний університет оборони України ім.І.Черняховського",труш олег іванович,549aa430-edc4-4123-ba39-c7792a034222,0,0,32752776,0,0,0,0
" спеціаліст 2 категорії, Головне квартирно-експлуатаційне управління МОУ",саулюнас анна сергіївна,ed8b0d4a-f06c-431f-bdac-85ec7738eb8a,0,"AUDI легковий седан 100, MERCEDES-BENZ  VITO 113",32724299,0,0,47.4,142750
" ст.о/у в ОВС УКР ГУНП в Полтавській області, ГУНП в Полтавській області",гурин ігор вячеславович,04c2c1c3-f1a6-4f5b-9c64-d49c3369d1dd,3,"ВАЗ 2108, Шевроле Лачетті",32716721,0,0,131.3,0
" Старший електромеханік зв,язку, ПАТ Укрзалізніця Регіональна филия Приднепровська залізниця Дніпровська дистанція сигналізації та зв,яз,ку",кучеренко микола миколайович,8e3dd657-c395-44d8-8986-b0cf078c2a22,3,0,32713252,0,0,46.5,0
" Начальник дільниці вхідного контролю та захоронення РАВ, Державне спеціалізоване підприємство ""Центральне підприємство з поводження з радіоактивними відходами""",новгородський микола васильович,ac651a2a-2cbf-4870-bb50-dc3d56a06a0f,0,NISSAN SUNNY,32569510,318000,0,65.73,75500
" заступник міністра, Міністерство енергетики та вугільної промисловості України",прокопів ігор богданович,f697bc69-0732-4fb5-8cf2-a63e3ac19904,3,TOYOTA CAMRY,32473726,37353695.889,1203,747.5,858685
" головний інспектор будівельного нагляду Відділу методології та нагляду за видачею дозволів на виконання будівельних робіт Департаменту дозвільних процедур, Держархбудінспекція",ткачук олена анатоліївна,7a5d9e53-a76c-48fb-b73d-5dd1afdace83,3,0,32444538,100000,0,0,0
" Генеральний директор, ТОВ ""Лиманський""",корнієнко петро григорович,add67f2f-a2b8-4189-a589-86a837fb5258,0,"DAF TE 96 NA, OPEL VIVARO 2.0, VAN HOLL, MAN 19.463, Volkswagen Touareg, MAN 19 414, Н/ПП MAISONNEUV, Н/ПП MAGYAR SREM",31962725,36834814.296816,87030,2182.4,0
" депутат Тульчинської районної ради , Тульчинська районна рада",тимчик олександр іванович,50abbd81-c694-4123-9f38-ebb8602161f9,1,"DAEWOO FSO LANOS TF69Y DAEWOO FSO LANOS TF69Y, ПР БЗП 7, WERCEDES-BENZ 307D, ПГ 02-Б, MERCEDES-BENZ 307 D, VOLKSWAGEN LT 35, ПФ 01 фермер, VOLKSWAGEN LT 28, MERCEDE-BENZ VITO 115 CDI",31816184,0,2798,467,0
" Майстер лісу, Димерське Лісове Господарство",прісич ольга миколаївна,8f98adb4-9080-43c3-983d-ee5ea832577d,3,0,31775972,0,0,0,0
" Секретар судового засідання, Дзержинський районний суд м. Харкова",гармаш катерина володимирівна,b45e49fc-3b90-4ad1-a87a-99d543760fc2,4,0,31768132,0,0,32.5,0
" директор департаменту , ПАТ НСТУ",грузинський дмитро олександрович,7c4def38-a342-4feb-97fd-2539555bdc36,0,0,31703439,0,500,107,0
" секретар судового засідання, Господарський суд Хмельницької області",мазій ірина анатоліївна,90ae9d35-2e35-4738-bd8b-b008336d1e3c,4,"ВАЗ 2107, mercedes-benz  ML-350, донсенг 240",31362529,0,13098,48.7,0
" Депутат селищьноїради, Володимирівська селищьна рада.",лейба василь олексійович,8140199a-891f-421c-862a-9330be3c8c16,1,0,31307927,0,0,123.1,0
" старший електромеханік зв'язку , Виробничий підрозділ ''Стрийська дистанція сигналізації і зв'язку'', Регіональна філія ''Львівська з алізниця"" ПАТ ''Укрзалізниця''",дрозд юрій юрійович,99d75df5-beb0-4b84-871e-38b63a9c4a20,3,"DACIA SOLENZA, ПР 8129",31257315,0,600,85.2,0
" Фізична особа підприємець, Фізична особа підприємець",мушта анатолій іванович,371743e0-de6d-4f85-9a86-54b8c0e9d0c7,0,"МАЗ  975830-3012 , SCHMITZ SKO , DAF XF95.430, KOGEL S 24 , DAF XF95.480, BODEX KIS 3WA , SCHMITZ SKO 24L , МАЗ 975830, МАЗ 975830-3012, Беларус-892 12, DAF XF105.410, МАЗ 975830-3012 , Mersedes-Benz Sprinter 316 CDI, SOMMER SG-24PS , DAF TE47XS, KRONE  SDK 27 , DAF XF95.430, ПП TRALERS BG45B , DAF XF95.430, SAMRO SREM , BODEX  KIS 3B , ПА 004, DAF  XF 105.460, DAF XF105.410, SCHMITZ SKO27, Toyota RAVA, SCHMITZ S 01 , RENDERS  ROC 12.27 , DAF TE47XS, ЗАЗ 110217-40, МАЗ 975830-3012, DAF XF95.380, Hilux MR OFR, JANMIL NW-1S , KASSBOHRER SB 27 , KELBERG T-40-B3 , KRONE SDK 27 , WIELTON NW, KOGEL  S 24 , KOGEL S 24 , FRUEHAUF CO732, KOGEL S 24 , ЗАЗ Lanos, JANMIL NW-1S , SCHMITZ SKO 24 , DAF XF105.460, DAF CF75.310, DAF TE47XS, BODEX KIS 3WA , DAF XF95.380, SCHWARZMULLER SPA-3E , DAF FT95XF480, SCHMITZ SKO 24L , ВАРЗ 9996",31252886,0,761921,785.1,0
" головний консультант, Секретаріат Комітету Верховної Ради України з питань європейської інтеграції",ференс богдан володимирович,f31cd928-3a96-4dee-b551-91c286e47437,2,0,30985603,610968.4472,0,29.1,0
" майстер ЦД, ВП ЮУ АЕС",анпілова людмила григорівна,0ba5f72d-64bb-46b2-bd67-7f4cfb0b73f6,0,0,30837099,0,0,68.6,0
" інспектор, Вища кваліфікаційна комісія суддів України",перченко денис іванович,f47c56c9-1a33-4158-bd12-a289f46c92bf,0,ВАЗ 2107,30642631,0,0,48.9,16298
" Народний депутат України, Верховна Рада України",івахів степан петрович,5ea6c75c-cb9a-422e-8e10-e63cd594bd14,2,"Toyota FJ CRUISER, Rolls-Royce GHOST, BMW 750 LI, LAND ROVER RANG ROVER, LANG ROVER RANG ROVER, Range Rover  Evoque, ПГМФ 8304",30634255,102304794.50501,200757,4991.6,1177100
" Начальник курсу, Національна Академія Національної гвардії України",дорофєєв андрій сергійович,09cf5d11-0d05-417d-98e0-766a73a058b7,3,0,30574008,0,0,0,0
" Інспектор з обліку та бронювання військовозобовязаних, Стоянівська сільська рада",бігун ірина михайлівна,6ec2ab0a-0d9b-4b1d-8710-c5d404890691,1,"причіп 1ПТС-2, Т-25, Форд Ескорт",30573163,0,61790,93,0
" Медична сестра, Борзнянський територіальний центр соціального обслуговування",щітка тетяна дмитрівна,6a24e982-21d3-4c37-8c4c-8b35e98636df,0,"ВАЗ 2111, ВАЗ 2109",30560544,0,1303,52.2,65000
" Фізична особа підприємець, Фізична особа підприємець",волоткевич ігор васильович,a9788f02-20d9-4b4d-88e0-b0318809c560,0,"Peugeot Eхpert, Volswagen Caddy, Газ 3302, АЗЛК 2140, Volkswagen Passat B6",30452230,0,0,142.3,403800
" Директор Коршівської дитячої музичної школи, Коршівська дитяча музична школа",періг марія петрівна,cc4b77f7-7673-4395-985d-7afa80770334,0,0,30262976,0,3800,97.6,0
" Головний спеціаліст відділу контрольно-аналітичного забезпечення заступника голови Київської міської державної адміністрації з гуманітарних питань управління контрольно-аналітичного забезпечення заступників голови Київської міської державної адміністрації виконавчого органу Київської міської ради (Київської міської державної адміністрації), Апарат виконавчого органу Київської міської ради (Київська міська державна адміністрація)",кравцова наталія василівна,5e99ad6a-db0f-40b2-8489-7f67fa731ff3,1,0,30209322,0,0,77,0
" Головний механік, ВП ""Атоенергомаш""",білінський михайло володимирович,ddb9e22f-330f-44e9-8177-c13602b9c0eb,0,"ЗАЗ 1103, Kia CERATO, ЗАЗ 1102",30141771,0,0,95.1,150000
" начальник відділу, Виконавчий комітет Ніжинської міської ради Чернігівської області",градобик володимир миколайович,c8678df4-3f8a-49f3-b993-7dc234eadf84,1,"ПГМФ 8304, Шкода FORMAN, DAEWOO LANOS",30137697,28067.223,0.4,154.3,57000
" Старший інженер , Васильківський МВ УПО в Київській області",первак вікторія дмитрівна,41e15d5e-954d-4913-a194-5e6be57578a7,0,SKODA SUPER B,30105863,0,0,48.1,0
" Начальник спортивно-оздоровчого комплексу АРЗ СП УДСНС України, АРЗ СП УДСНС України в Івано-Франківській області",петрук микола володимирович,35fc224a-d143-48f0-a879-195f824b4bd8,3,SUZUKI  SX-4,30099382,2529550.9495,0,62,100000
" Заступник керівника відділу, Верховна Рада України",швець володимир іванович,508b51d2-651b-4689-85bd-5b45e212555b,2,0,29954678,0,0,50.58,0
" заступник начальника відділу, ДП ""Держвуглепостач""",ігнаткін дмитро вячеславович,af3141cf-1b0a-42d8-9e24-26abae8cde6e,0,Subaru Forester,29858784,0,0,90.2,0
" вчитель, Нанківська ЗОШ І-ІІІ ст",філіп дмитро васильович,96bee818-5017-409e-b864-c0f2c338a805,0,0,29840796,0,0.7,110.32,0
" головний консультант, Апарат Верховної Ради України Секретаріат Комітету з питань державного будівництва, регіональної політики та місцевого самоврядування",корнієнко тетяна миколаївна,4965acb2-31f5-4a0e-8747-91c90b71443a,2,NISSAN NOTE,29736875,100000,500,168,179902
" Інструктор-провідник бортовий, Державне авіаційне підприємство ""Україна"" служба бортпровідників",черниш олена іванівна,8927f3da-997f-45c5-aafe-a35d1a7ae15f,3,Hyundai I10,29573150,0,0,49,120000
" заступник начальника Центру, Центр морально-психологічного забезпечення Збройних Сил України",дрозденко дмитро георгійович,2629b805-4a04-45cd-803d-402c7e07aa71,3,0,29562575,271537.784,1200.1,55.9,0
" Головний спеціаліст відділу експертиз проектів регуляторних актів Департаменту державної регуляторної політики, Державна регуляторна служба України",дрозденко олена валеріївна,6f645d0b-46bf-469e-ae52-e6bb1bd4fbf5,9,0,29562575,271537.784,1200.1,55.9,0
" Поплавський сільський голова, Поплавська сільська рада",манявська людмила василівна,21542d50-0bac-41e7-9093-f807ab3055e8,1,"VOLKSWAGEN TRANSPORT, МТЗ 80, Fortschritt Е-302, ВАЗ 21063",29540092,0,149259,462.36,25000
" Старший офіцер відділення по роботі з особовим складом, в/ч А4104",білявський дмитро сергійович,011f6eb3-4522-4ee5-956c-22ce48f05866,3,"Фольцваген т-5, Хонда Такт",29468900,0,0,105.7,181500
" головний спеціаліст, Міністерство фінансів України",скуратівська галина валентинівна,39138c24-a859-4b9d-bdf8-c7cadb0e5128,3,Хюндай  акцент,29311996,0,0,59,0
" Начальник військово-оркестрової служби, Головне управління Національної гвардії України",тинітовський ігор богданович,59150c97-1eec-4224-a698-e047832c8421,3,0,29285985,76000,0,94.2,0
" поліцейський-штурмовик Департаменту ""КОРД"", ДЕПАРТАМЕНТ ОРГАНІЗАЦІЇ ДІЯЛЬНОСТІ КОРД Національної поліції України в місті Киеві",гаврилюк роман євгенович,5fd83318-c0cd-4613-9dac-2cb793b31c22,3,0,29245367,0,0,0,0
" Депутат міської ради, Депутат міської ради",рожак володимир степанович,0129e045-e3db-48e1-ae12-ed789fcabcef,1,"DAF FT XF105.460, DAF ТЕ 95 XF 430, DAF XF 95.430, VOLKSVAGEN  TIGUAN , DAF FT XF105.460, DAF FT XF105.410, MAN TGA 18.410, DAF FT XF105.460, VOLKSVAGEN  CADDY, МАN F 2000, DAF 95 XF 430, DAF FT 95 XF 430, DAF FT XF105.460, MERCEDES - BENZ  814 D, DAF CF 75.250",29186756,0,8330,2635.4,0
" Старший державний ревізор-інспектор відділу адміністрування податків та зборів з фізичних осіб та єдиного внеску території обслуговування Галицької ОДПІ, Головне управління ДФС у Львівській області",рожак оксана володимирівна,b88624b9-b926-46a9-81ca-61baf78d204c,3,"MAN F 2000, DAF FT XF 105.460, MAN TGA 18.410, DAF FT XF 105.410, DAF FT 95 XF 430, DAF XF 95.430, MERCEDES-BENZ 814 D, DAF FT XF 105.460, DAF FT XF 105.460, DAF FT XF 150.460, DAF CF 75.250, DAF FT XF 105.460, VOLKSVAGEN CADDY, DAF TE 95 XF 430, DAF 95 XF 430, Volksvagen TIGUAN",29186756,0,8330,2635.4,0
" Помічник начальника варти, ДП СхідГЗК Інгульська шахта",ткаченко олег павлович,2e026e0c-2c36-43bc-b132-2c0a03562585,0,BUD F3,29122347,0,0,122.75,95990
" вчитель музики, художній керівник, Чечеліївська загальноосвітня школа І-ІІІ ступенів, Малинівський сільський будинок культури",трипадуш микола миколайович,2f1a13d7-0f5c-432f-8ea5-8cea69fc743f,0,ВАЗ 21099,29108226,0,317384,0,32000
" Начальник цеха, Державне підприємство ""Житомирський бронетанковий завод""",мондель олександр миколайович,6e388a6f-c391-4edb-9ac3-65430d01a724,0,0,29044693,0,1500,0,0
" помічник судді Слов""янського міськрайонного суду Донецької області, Слов""янський міськрайонний суд Донецької області",бондаренко ольга володимирівна,8213f8f8-7773-41ec-b106-b1043051faf3,4,ВАЗ2104,28939335,0,4580,115,0
" Водій КТЗ, ДП ""НЕК ""УКРЕНЕРГО"" Відокремлений підрозділ ""Запорізькі Магістральні Електричні Мережі""",колодяжний сергій олександрович,5296dca6-56a6-4ebf-9b24-632201760f91,0,"Ваз 21104, Geely F1",28518760,0,70700,143.3,0
" Старший державний інспектор, Волинська ДФС.",цивінський мирослав іванович,d54fad6e-744a-43e9-8c0e-1f5ee70a2208,3,"Опель Комбо, Мерседес Віто",28374175,0,1000,181.9,100000
" ДЕПУТАТ МІСЬКОЇ РАДИ, МАЛИНСЬКА МІСЬКА РАДА",столяр олександр васильович,56c3aad7-18df-410f-9ded-285e1a5af301,1,"MERCEDES-BENZ 312, MERCEDES-BENZ 212 D, DAIMLER-CHRYSLER 313, MERCEDES-BENZ 312D, MERCEDES-BENZ 709D, NEOPLAN N1116, MERCEDWS-BENZ 609D ПЕ, NEOPLAN 316, БОГДАН А09202, VOLKSWAGEN LT35, Mitsubishi Pajero, MERCEDES-BENZ 609D, I-VAN А07А, VOLKSWAGEN LT35, БОГДАН А09201, Mitsubishi Pajero, БОГДАН А09201, MERCEDES-BENZ 612D ПЕ, БОГДАН А-09212, БОГДАН А09202, БОГДАН А09202, MERCEDES-BENZ E250TD",28349270,0,10036,1961.8,4140350
" головний консультант, Верховний Суд України",пархоменко ольга іллівна,829547f0-3545-4343-a57a-6887f028f20d,4,0,28307745,178796.631,2030,56.19,0
" Головний спеціаліст відділу обліку кадрів та нагородної роботи Департаменту персоналу, Апарат Державної служби України з надзвичайних ситуацій",кравченко катерина олексіївна,c40f37aa-e596-49d5-97e0-5d1819fb4007,3,Ssang Yong Rexton,28177737,0,0,78.3,0
" Старший-інспектор УКОРД ГУНП в Івано-Франківській області, Головне управління національної поліції в Івано-Франківській області",шевчик іван васильович,d0f5cc52-c4bb-4dc8-9609-636380668934,3,0,28038836,45000,0,62.6,0
" головний спеціаліст, Міністерство освіти і науки України",заболотна надія іванівна,7335013f-07eb-45a0-a3b2-fa0833d7b635,3,0,27924178,308739.453,657,60.8,0
" змінний помічник капітана-помічник механіка пбк ""АРКТУР"", ЮФ ДП ""АМПУ"" (Адміністрація морських портів України)",манзюк степан степанович,2ee696dc-614f-4fa7-b0c0-a6f887b002db,3,"Шкода Фабія класік 1.2/47кв Хечбек, KIA  Sportage 1.7d",27721321,0,0,0,310200
" головний спеціалист відділу правової роботи та застосування законодавства Юридичного департаменту, Міністерство соціальної політики України",чуніхін юрій олегович,867c3813-ae80-4d27-b3d8-109621499e7e,3,0,27683000,0,0,59.7,0
" інспектор, Управління патрульної поліції у місті Києві Департаменту патрульної поліції",єрмак роман миколайович,e763174c-930f-4eff-9e1d-d400909fc4ba,3,KIA CEED,27654618,0,13616,74.8,110000
" Головний спеціаліст, Національна комісія, що здійснює державне регулювання у сфері ринків фінансових послуг",сторожик юлія борисівна,63429663-a75b-418b-b91a-6ddaf2675ffc,9,KIA CEED,27654618,0,13616,74.8,110000
" головний інспектор з особливих доручень, Управління інформаційно-аналітичної підтримки",пененко наталія василівна,59ddbb20-9a25-4390-a1c0-2d3dde52ebc9,0,0,27599983,0,0.2,140.3,0
" майстер, структурний підрозділ ""Попаснянська колійна машинна станція"" регіональної філії ""Донецька залізниця"" публічного акціонерного товариства ""Українська залізниця""",данилов олександр ігорович,dc41704d-1b7e-4213-b5d7-dcafd10daea0,3,седан заз дєу сенс,27574470,0,0,120.3,0
" заступник начальника відділу, Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації)",мельник надія миколаївна,7e9a5535-4f54-4957-b0cc-9583cd664093,1,0,27534387,0,0.63,173.3,0
" Генеральний директор, Державне підприємство ""Міжнародний Аеропорт ""Бориспіль""",рябікін павло борисович,355f2ec8-a065-4d91-a1dc-166a853248bb,0,"Audi Q7, САНТЕЙ 2500, ПП-301 судно причальний понтон стоянкове, Larson самохідномоторне прогулянкове, Д-014 судно понтон стоянкове, Рапан плавдача стоянкове судно, Audi Q7, Вікторія пасажирське, Fiat Nuovo Doblo фургон малотонажний, Dodge Ram Van пікап с вантажний, SeaDoo самохідномоторне прогулянкове, Mercedes Benz  SLK230, МАЧТА судно понтон стоянкове, BMW 730D",27512633,52668615.963517,1369,2184.3,6430532
" прокурор аналітично-методичної групи відділу забезпечення державного обвинувачення у регіоні управління підтримання державного обвинувачення в суді прокуратури Дніпропетровської області, Дніпропетровська областна прокуратура",крутько ольга анатоліївна,8a3782e3-2b7b-49af-8496-564d959a0ca2,5,0,27466379,0,0,167.9,0
" Консультант-єксперт, Управління державної охорони України.",супрун роман володимирович,90c9e3d8-6fc2-4ca1-9d98-5e184c35ee84,8,CHERY AMULET A 15,27463595,0,0,34.28,60000
" ст. електромеханік, Маріупольська дистанція сигналізації та звязку",хололєєнко анатолій васильович,287ac2bc-d40d-487c-a4fc-4ed3b9b2103f,0,0,27445144,0,0,0,0
" оперуповноважений, Управління карного розшуку ГУНП в Запорізькій області",алєйніков олександр юрійович,24669675-78e2-491c-b936-e82ff9f846e3,3,0,27411708,0,0,103.17,0
" рядовий патрульної поліції, НПУ в Херсонській обл ДПП",рак олександр володимирович,520bd2a1-d8bd-4ffd-ab8d-78dd092056c9,3,0,27195885,0,0,0,0
