,created_date,name,office,position,uuid,Декларант/активи у дорогоцінних (банківських) металах/UAH,Декларант/активи у дорогоцінних (банківських) металах/USD,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/USD,Декларант/готівкові кошти/BGN,Декларант/готівкові кошти/CAD,Декларант/готівкові кошти/CHF,Декларант/готівкові кошти/CNY,Декларант/готівкові кошти/EUR,Декларант/готівкові кошти/GBP,Декларант/готівкові кошти/GEL,Декларант/готівкові кошти/HKD,Декларант/готівкові кошти/HUF,Декларант/готівкові кошти/JPY,Декларант/готівкові кошти/NOK,Декларант/готівкові кошти/PLN,Декларант/готівкові кошти/QAR,Декларант/готівкові кошти/RUB,Декларант/готівкові кошти/SAR,Декларант/готівкові кошти/UAH,Декларант/готівкові кошти/USD,"Декларант/кошти, позичені третім особам/EUR","Декларант/кошти, позичені третім особам/GBP","Декларант/кошти, позичені третім особам/UAH","Декларант/кошти, позичені третім особам/USD","Декларант/кошти, розміщені на банківських рахунках/CAD","Декларант/кошти, розміщені на банківських рахунках/CHF","Декларант/кошти, розміщені на банківських рахунках/DKK","Декларант/кошти, розміщені на банківських рахунках/EUR","Декларант/кошти, розміщені на банківських рахунках/GBP","Декларант/кошти, розміщені на банківських рахунках/GEL","Декларант/кошти, розміщені на банківських рахунках/RUB","Декларант/кошти, розміщені на банківських рахунках/UAH","Декларант/кошти, розміщені на банківських рахунках/USD",Декларант/інше/EUR,Декларант/інше/RUB,Декларант/інше/UAH,Декларант/інше/USD,Родина/активи у дорогоцінних (банківських) металах/UAH,Родина/активи у дорогоцінних (банківських) металах/USD,Родина/внески до кредитних спілок та інших небанківських фінансових установ/EUR,Родина/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Родина/внески до кредитних спілок та інших небанківських фінансових установ/USD,Родина/готівкові кошти/CAD,Родина/готівкові кошти/CHF,Родина/готівкові кошти/EUR,Родина/готівкові кошти/GBP,Родина/готівкові кошти/HUF,Родина/готівкові кошти/NOK,Родина/готівкові кошти/PLN,Родина/готівкові кошти/RUB,Родина/готівкові кошти/UAH,Родина/готівкові кошти/USD,"Родина/кошти, позичені третім особам/EUR","Родина/кошти, позичені третім особам/UAH","Родина/кошти, позичені третім особам/USD","Родина/кошти, розміщені на банківських рахунках/CAD","Родина/кошти, розміщені на банківських рахунках/CHF","Родина/кошти, розміщені на банківських рахунках/EUR","Родина/кошти, розміщені на банківських рахунках/GBP","Родина/кошти, розміщені на банківських рахунках/RUB","Родина/кошти, розміщені на банківських рахунках/SEK","Родина/кошти, розміщені на банківських рахунках/UAH","Родина/кошти, розміщені на банківських рахунках/USD",Родина/інше/EUR,Родина/інше/RUB,Родина/інше/UAH,Родина/інше/USD
103075,2016-10-28 0:00:00,Мясков Олексій Євгенійович,Ірпінський відділ Києво-Святошинської місцевої прокуратури Київської області,прокурор відділу,540599ac-cd76-4f10-994b-5195760ce13e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78883,2016-10-29 0:00:00,Навозенко Олена Іванівна,Генеральна прокуратура України,прокурор відділу,ec611712-7139-48db-ad51-c5acc1211adb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83840,2016-10-28 0:00:00,Нагірняк Богдан Миколайович,Генеральна прокуратура України ,прокурор відділу,ceca3c97-1921-40c0-8fd4-9040d5b33aa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13928,2016-10-22 0:00:00,Наджотов Олексій Олегович,Троїцький відділ Страбільської місцевої прокуратури ,прокурор відділу,b42d18be-bd85-4f96-affc-732e6cf0473a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45306,2016-10-29 0:00:00,Назаренко Олександр Олександрович,прокуратура Донецької області,прокурор відділу,75c03280-1070-4e14-95f1-48859944b16d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15638,2016-10-11 0:00:00,Назарук Сергій Леонідович,Прокуратура Кіровоградської області,Прокурор відділу,c327f201-940e-48d7-b2ca-40f27b99c7f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100298,2016-10-22 0:00:00,Наконечний Василь Володимирович,військова прокуратура Південного регіону України ,прокурор відділу,9b1a7765-e43e-4021-9f9a-b1addc773829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72431,2016-10-29 0:00:00,Народовець Альона Вікторівна,Васильківський відділ Києво-Святошинської місцевої прокуратури Київської області,прокурор відділу,0ae16490-6114-454b-92ab-ad743be4cceb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86758,2016-09-23 0:00:00,Насадчук Жанна Дмитрівна,Генеральна прокуратура Україні,прокурор відділу,c7f043a1-9e9c-4c3d-a8ee-9a9caee1a0ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73724,2016-10-30 0:00:00,Науменко Євгеній Олексійович,Військова прокуратура Центрального регіону України,прокурор відділу,207a3e85-7efa-4ac2-a264-d06b0afd3abc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80558,2016-10-11 0:00:00,Невмитий Олександр Юрійович,Прокуратура Кіровоградської області,Прокурор відділу,5adf474b-5a8c-47e1-aa68-126caa93d886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92369,2016-10-27 0:00:00,Неманов Микита Олександрович,Кремінський відділ Северодонецької місцевої прокуратури,Прокурор відділу,f6cb1d60-a93f-4705-a7fc-b936128c581b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104228,2016-10-28 0:00:00,Нетикша Євген Володимирович,Прокуратура Полтавської області,прокурор відділу,67f22d58-730c-4f8e-8ae8-977ed3a18c08,,,,,,,,,,,,,,,,,,,,,11300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88788,2016-10-28 0:00:00,Нетикша Світлана Михайлівна,Білокуракінський відділ Старобільської місцевої прокуратури Луганської області,прокурор відділу,926a4700-0c69-47f9-b7d9-703a286206aa,,,,,,,,,,,,,,,,,,,,,11300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11300,,,,,,,,,,,,,,,
20982,2016-10-27 0:00:00,Нечипоренко Сергій Володимирович,прокуратура Дніпропетровської області,прокурор відділу,92a09bc7-4263-46b9-b894-865db30ea24b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3602,2016-10-27 0:00:00,Нєганова Олена Євгеніївна,"Прокуратура Одеської області, відділ нагляду за додержанням законів органами СБУ та державної прикордонної служби",прокурор відділу,3782b025-4c58-41f3-850f-0f96522a1340,,,,,,,,,,,,,,,,,,,,990000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32044,2016-10-24 0:00:00,Нижниченко Олексій Сергійович,Військова прокуратура Південного регіону України,прокурор відділу,7870995a-e2d3-4698-8407-30a9f5eca1a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104390,2016-10-28 0:00:00,НИЖНІК ЛЮБОВ ІВАНІВНА,Прокуратура Миколаївської області,прокурор відділу,32851120-7c9b-4e20-8a5d-23454356f0b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6080,2016-10-15 0:00:00,Никеруй Андрій Степанович,Прокуратура Львівської області,прокурор відділу,77dc7402-5a42-4551-b786-c8e9ec909c46,,,,,,,,,,,,,,,,,,,,,3200,,,,,,,,,,,,3531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67463,2016-10-29 0:00:00,Ніщенко Борис Миколайович,Генеральна прокуратура України,прокурор відділу,11f4f1af-1bd7-4b7b-917b-c09427d06821,,,,,,,,,,,,,,,,,,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103089,2016-10-29 0:00:00,Ніщименко Вячеслав Миколайович,Талалаївський відділ Бахмацької місцевої прокуратури,прокурор відділу,156b8156-c6fe-48ea-b425-38855b5f06f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101239,2016-10-26 0:00:00,Новацький Вадим Борисович,прокуратура Донецької області,прокурор відділу,476128c5-cf11-4441-9606-75e3195fd778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85422,2016-10-26 0:00:00,Новицька Вікторія Олександрівна,Генеральна прокуратура України,прокурор відділу,d2d366bb-b316-46f0-b9ba-3ece45cf50ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16382,2016-10-30 0:00:00,Новіков Сергій Аркадійович,Генеральна прокуратура,Прокурор відділу,53290b71-3c12-46e3-9bba-775fe122f0b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17198,2016-10-25 0:00:00,Новотурова Світлана Владиславівна,прокуратура Житомирської області,прокурор відділу,ec22c9b5-b84a-4600-9834-e1d69a7474f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104196,2016-10-28 0:00:00,Норець Олександр Володимирович,Згурівський відділ Бориспільської місцевої прокуратури Київської області,прокурор відділу,de6a31e2-d4ff-44ad-9e5c-9b6587786495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11096,2016-10-26 0:00:00,Овсієнко Богдан Володимирович,ВІДДІЛ НАГЛЯДУ ЗА ДОДЕРЖАННЯМ ЗАКОНІВ ТЕРИТОРІАЛЬНИМИ ОРГАНАМИ ПОЛІЦІЇ ПРИ ПРОВАДЖЕННІ ДОСУДОВОГО РОЗСЛІДУВАННЯ ТА ПІДТРИМАННЯМ ДЕРЖАВНОГО ОБВИНУВАЧЕННЯ УПРАВЛІННЯ НАГЛЯДУ У КРИМІНАЛЬНОМУ ПРОВАДЖЕННІ ПРОКУРАТУРИ ЧЕРКАСЬКОЇ ОБЛАСТІ,прокурор відділу,5105bfd4-8e4c-4118-a6ff-26351393978e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52369,2016-10-28 0:00:00,Овчар Тетяна Володимирівна,Прокуратура Дніпропетровської області,прокурор відділу,cb4b8e42-12bb-4b64-9ac7-8c3bb6331ff4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83092,2016-10-25 0:00:00,Овчаренко Олександр Сергійович,Прокуратура Донецької області,Прокурор відділу,e849d9d6-64d1-40c8-bb3d-95f199acaebd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,,,,,
3112,2016-10-27 0:00:00,Овчинников Ігор Віталійович,відділ організації представництва управління представництва інтересів громадянина або держави в суді,прокурор відділу,539479bc-d841-4772-a5b1-9444ee4c9277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104968,2016-10-28 0:00:00,Одобеско Євген Ігорович,Військова прокуратура Центрального регіону України,Прокурор відділу,6de0b677-f3e5-4a4e-882e-129373e429ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38768,2016-10-27 0:00:00,Ожог Мирослава Миколаївна,прокуратура Львівської області,прокурор відділу,da71dc4c-f96c-4f35-9f08-736865fe933f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30067,2016-10-20 0:00:00,Окопний Степан Валерійович,Біловодський відділ Старобільської місцевої прокуратури Луганської області,прокурор відділу,fdbe88a4-00f5-485f-9e7c-26b69d90c87a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32001,2016-10-28 0:00:00,Оксютович Денис Володимирович,Прокуратура м.Києва,прокурор відділу,e0e086f6-6331-452f-9616-0f696885979b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94539,2016-10-20 0:00:00,Олаг Олена Степанівна,прокуратура Кіровоградської області,прокурор відділу,5a581b70-16d5-4ede-9bdc-70a4422b4d64,,,,,,,,,,,,,,,,,,,,114000,,,,,,,,,,,,,86318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39050,2016-09-30 0:00:00,Олійник Наталія Степанівна,Костопільський відділ Здолбунівської місцевої прокуратури Рівненської області,прокурор відділу,2382d38f-41d6-4653-942d-7ab14f61bd06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34953,2016-10-26 0:00:00,Оліянчук Катерина Олександрівна,прокуратура Вінницької області,прокурор відділу,742514dd-c5de-4856-978f-deece722c75d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76301,2016-10-13 0:00:00,Ольшанська Наталія Дмитрівна,Прокуратура Полтавської області,прокурор відділу,e38b36c6-4af2-493a-a6fe-f0a96cd77ef2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3139,2016-10-28 0:00:00,Онипко Олександр Володимирович,Новомиколаївський відділ Токмацької місцевої прокуратури,прокурор відділу,c801bfea-95ea-4b3d-9600-0c5dbfedcdf7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48583,2016-10-27 0:00:00,Онищенко Андрій Володимирович,Прокуратура міста києва,прокурор відділу,a003c41c-9013-4815-a1aa-d38644ded9a9,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7968,2016-10-17 0:00:00,Онищенко Галина Григорівна,відділ ювенальної юстиції прокуратури Донецької області,прокурор відділу,dcd21842-8abf-41af-89b5-9c41dd4d4efd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76936,2016-10-05 0:00:00,Оніщенко Максим Іванович,Світловодський відділ Знам'янської місцевої прокуратури,прокурор відділу,a5349aac-efe8-4f72-9114-6dc380f48c02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100388,2016-10-28 0:00:00,Орел-Мельник Юлія Петрівна,Прокуратура Херсонської області,прокурор відділу,7f97da6a-cf16-4a5e-9d85-bc0f56d2791a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22695,2016-10-28 0:00:00,Орендарчук Віта Володимирівна,Христинівський відділ Уманської місцевої прокуратури,прокурор відділу,04dbed3c-dac6-40f8-a5fe-8e8ad500616b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,
33266,2016-10-26 0:00:00,Осипенко Артем Валерійович,прокуратура Херсонської області,прокурор відділу,8e2e60ef-c65e-4c0a-87f0-38b656e13a05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94581,2016-10-05 0:00:00,Осіпчук Світлана Святославівна,прокуратура Рівненської області,прокурор відділу,3306a3c9-3f45-4776-ae18-9e723e142d3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33860,2016-10-28 0:00:00,Остапенко Юлія Анатоліївна,Прокуратура Черкаської області,Прокурор відділу,a55ba572-9801-4dfa-8bb0-1ae8f06c4d86,,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,,,289736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34031,2016-10-21 0:00:00,Осядач Наталія Андріївна,Прокуратура Тернопільської області,прокурор відділу,8199f6e8-74c7-4289-aa4b-222d9035b68e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69068,2016-10-30 0:00:00,Охота Сергій Олексійович,Військова прокуратура Західного регіону України,прокурор відділу,22c303b3-981f-4782-a90d-35c0838a92a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97182,2016-10-18 0:00:00,Очеретяний Максим Сергійович,Прокуратура Черкаської області,прокурор відділу,3580902a-2614-4d9d-b096-b87da79d8962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,2016-10-29 0:00:00,Павленко Володимир Вікторович,Генеральна прокуратура України,прокурор відділу,5915c9b2-361b-41ca-b6d2-ae55442200ba,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,
48445,2016-10-20 0:00:00,Павленко Ірина Валеріївна,"прокуратура Херсонської області , відділ організаційного та правового забезпечення",прокурор відділу,ec548b2a-775e-4146-bb75-8f5ebb138368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38405,2016-10-28 0:00:00,Павленко Олексій Анатолійович,Прокуратура Черкаської області,прокурор відділу,d5b804ba-e47c-4c71-aaba-ab52c554122e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97270,2016-10-13 0:00:00,Павлова Алла Михайлівна,Генеральна прокуратура України,прокурор відділу,cfc2553c-1551-4565-8a63-a91a1928f971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61445,2016-10-18 0:00:00,Падалюк Людмила Василівна,прокуратура Полтавської області,прокурор відділу,2298631c-fabe-4b23-ab93-c51e2c9e9732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60160,2016-10-19 0:00:00,Палагута Ольга Василівна,прокуратура Запорізької області,прокурор відділу,b4370ee2-6b7a-4afe-8ca9-11b47d6ae79a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,,,,,,,,,,,,,,,,
16117,2016-10-29 0:00:00,Палій Катерина Володимирівна,Новоархангельський відділ Новоукраїнськой місцевої прокуратури,прокурор відділу,72f9a28a-3b10-43c9-98a5-9a0bcae818a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16429,2016-10-28 0:00:00,Палій Олександр Олександрович,Прокуратура Черкаської області,прокурор відділу,ab5a720f-c1b1-4bb7-815f-c221871812b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14488,2016-10-27 0:00:00,Панкеєв Артем Олександрович,Васильківський відділ Синельниківської місцевої прокуратури Дніпропетровської області,прокурор відділу,12da16c8-d904-48b3-b86f-1b2b29888abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99210,2016-10-28 0:00:00,Пантєлєєв Сергій Васильович,Генеральна прокуратура ,прокурор відділу,ec7a7576-b419-4089-9030-7c5d390f6d46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104856,2016-10-28 0:00:00,Пантєлєєва Анна Сергіївна,Генеральна прокуратура України,прокурор відділу,fff05ce3-c78e-4573-b8f0-db7480e5beba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26197,2016-10-29 0:00:00,Панчишин Михайло Ярославович,Генеральна прокуратура України,прокурор відділу,40dd1343-787a-4e86-8033-0e73c02b8d5f,,,,,,,,,,,,,,,,,,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,,,,,,,,,,,,,,,
43195,2016-10-29 0:00:00,Панчишина Оксана Олександрівна,Прокуратура міста Києва,прокурор відділу,df9f2c16-4899-4dca-aed3-3d5842beb7b5,,,,,,,,,,,,,,,,,,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,,,,,,,,,,,,,,,
71890,2016-10-13 0:00:00,Панчук Алла Анатоліївна,Прокуратура Рівненської області,Прокурор відділу,e8f4090f-65e9-4f3f-ac05-3132c8c45a9f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61707,2016-10-10 0:00:00,Панщанний Дмитро Сергійович,Прокуратура Херсонської області ,Прокурор відділу,c6f596d4-8bad-46e5-8ae3-6f5551385e9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,2016-10-28 0:00:00,Панькевич Роман Васильович,Прокуратура Львівської області,Прокурор відділу,b444a125-9e3d-44a1-a2c2-bacbcff554e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17034,2016-10-25 0:00:00,Параскевич Олег Григорович,прокуратура Хмельницької області,прокурор відділу,1fed7b7b-deef-42f6-815d-024c6953d6a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28606,2016-10-28 0:00:00,Парусов Андрій Миколайович,відділ державного обвинувачення у вищих судах управління підтримання державного обвинувачення в судах департаменту підтримання державного обвинуваченнята представництва інтересів громадян або держави в судах Генеральної прокуратури України,прокурор відділу,fbcfce21-b141-4c5b-9580-add00cdfdd10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,,,,,
34777,2016-10-19 0:00:00,Парфенов Роман Григорович,Прокуратура Запорізької області,прокурор відділу,7167f372-8679-4ed6-93fe-c404924f4a9b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95428,2016-10-18 0:00:00,Паршутін Андрій Борисович,Генеральна прокуратура України,Прокурор відділу,36e8bfa9-51c5-48c6-b1bf-ef2f28b967bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49691,2016-10-26 0:00:00,Парьоха Сергій Леонідович,Пологівський відділ Токмацької місцевої прокуратури,прокурор відділу,5254d127-ffd3-4ce9-b9a2-85ceaec50be4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,2016-10-27 0:00:00,Пасічник Юлія Юріївна,Вишгородський відділ Києво-Святошинської місцевої прокуратури Київської області,прокурор відділу,0d7913f5-e3dd-4f8d-8024-204673b699cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33734,2016-10-30 0:00:00,Пастух Ігор Олександрович,Києво-Святошинська місцева прокуратура Київської області,прокурор відділу,6f2dc66c-7c29-40db-b257-1720082e500b,,,,,,,,,2000,,,,,,,,,,,50000,10000,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,60000,9000,,,,,,,,,,,,,,,
59654,2016-10-29 0:00:00,ПАСТУХОВСЬКИЙ МИКОЛА СЕРГІЙОВИЧ,Прокуратура Київської області,прокурор відділу,b2fd56fd-c926-47ba-a7ef-a758d9369d09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88445,2016-10-26 0:00:00,Паук Вадим Вікторович,"прокуратура Вінницької області, відділ організації прийому громадян, розгляду звернень і запитів",прокурор відділу,470374a5-d39a-4934-83b9-d685202ae25e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40089,5,,,,
76737,2016-10-28 0:00:00,Пашаєв Гаджи Валійович,Прокуратура Одеської області,Прокурор відділу,60a7bda5-0b5e-41b9-814e-980a065fc5ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,2016-10-21 0:00:00,Пашаєв Руслан Шахінович,Прокуратура Дніпропетровської області,прокурор відділу,9d7b8985-4c0e-44e1-aa34-27a34f285141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33319,2016-10-27 0:00:00,Пелех Божена Ігорівна,Прокуратура Львівської області,Прокурор відділу,76df9dc3-ab70-4c8a-8c91-b16539c7c65d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83830,,,,,
49446,2016-10-24 0:00:00,Перепелиця Кристина Іванівна, відділ забезпечення державного обвинувачення управління підтримання державного обвинувачення у суді прокуратури міста Києва,прокурор відділу,1209401e-6480-4153-b752-e2ed907348c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230018,,,,,
95844,2016-10-28 0:00:00,Пересунько Сергій Сергійович,Прокуратура міста Києва ,прокурор відділу,f56502ac-1cd5-4c4a-8aca-93ba3e64097c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
